-e Time,			1min,	5min,	15min
-e 14-12-17 08:43:29,	 2.09,	 3.62	 top 
-e 14-12-17 08:43:33,	 2.09,	 3.62	 top 
-e 14-12-17 08:43:36,	 2.06,	 3.60	 top 
-e 14-12-17 08:43:40,	 2.03,	 3.58	 top 
-e 14-12-17 08:43:43,	 1.99,	 3.56	 top 
-e 14-12-17 08:43:47,	 1.99,	 3.56	 top 
-e 14-12-17 08:43:50,	 1.96,	 3.55	 top 
-e 14-12-17 08:43:54,	 1.93,	 3.53	 top 
-e 14-12-17 08:43:57,	 1.93,	 3.53	 top 
-e 14-12-17 08:44:01,	 1.89,	 3.51	 top 
-e 14-12-17 08:44:04,	 1.86,	 3.49	 top 
-e 14-12-17 08:44:08,	 1.86,	 3.49	 top 
-e 14-12-17 08:44:12,	 1.83,	 3.47	 top 
-e 14-12-17 08:44:15,	 1.80,	 3.45	 top 
-e 14-12-17 08:44:19,	 1.79,	 3.44	 top 
-e 14-12-17 08:44:22,	 1.79,	 3.44	 top 
-e 14-12-17 08:44:26,	 1.76,	 3.42	 top 
-e 14-12-17 08:44:29,	 1.73,	 3.40	 top 
-e 14-12-17 08:44:33,	 1.73,	 3.40	 top 
-e 14-12-17 08:44:36,	 1.70,	 3.38	 top 
-e 14-12-17 08:44:40,	 1.67,	 3.37	 top 
-e 14-12-17 08:44:43,	 1.64,	 3.35	 top 
-e 14-12-17 08:44:47,	 1.64,	 3.35	 top 
-e 14-12-17 08:44:50,	 1.75,	 3.37	 top 
-e 14-12-17 08:44:54,	 1.72,	 3.35	 top 
-e 14-12-17 08:44:58,	 1.72,	 3.35	 top 
-e 14-12-17 08:45:01,	 1.69,	 3.34	 top 
-e 14-12-17 08:45:05,	 1.66,	 3.32	 top 
-e 14-12-17 08:45:08,	 1.70,	 3.32	 top 
-e 14-12-17 08:45:12,	 1.70,	 3.32	 top 
-e 14-12-17 08:45:15,	 1.67,	 3.30	 top 
-e 14-12-17 08:45:19,	 1.65,	 3.29	 top 
-e 14-12-17 08:45:22,	 1.65,	 3.29	 top 
-e 14-12-17 08:45:26,	 1.62,	 3.27	 top 
-e 14-12-17 08:45:29,	 1.59,	 3.25	 top 
-e 14-12-17 08:45:33,	 1.59,	 3.25	 top 
-e 14-12-17 08:45:37,	 1.57,	 3.23	 top 
-e 14-12-17 08:45:40,	 1.54,	 3.22	 top 
-e 14-12-17 08:45:44,	 1.51,	 3.20	 top 
-e 14-12-17 08:45:47,	 1.51,	 3.20	 top 
-e 14-12-17 08:45:51,	 1.49,	 3.18	 top 
-e 14-12-17 08:45:54,	 1.46,	 3.16	 top 
-e 14-12-17 08:45:58,	 1.46,	 3.16	 top 
-e 14-12-17 08:46:01,	 1.44,	 3.15	 top 
-e 14-12-17 08:46:05,	 1.42,	 3.13	 top 
-e 14-12-17 08:46:08,	 1.39,	 3.11	 top 
-e 14-12-17 08:46:12,	 1.39,	 3.11	 top 
-e 14-12-17 08:46:15,	 1.37,	 3.10	 top 
-e 14-12-17 08:46:19,	 1.35,	 3.08	 top 
-e 14-12-17 08:46:23,	 1.35,	 3.08	 top 
-e 14-12-17 08:46:26,	 1.32,	 3.06	 top 
-e 14-12-17 08:46:30,	 1.30,	 3.05	 top 
-e 14-12-17 08:46:33,	 1.30,	 3.05	 top 
-e 14-12-17 08:46:37,	 1.28,	 3.03	 top 
-e 14-12-17 08:46:40,	 1.29,	 3.03	 top 
-e 14-12-17 08:46:44,	 1.27,	 3.01	 top 
-e 14-12-17 08:46:47,	 1.27,	 3.01	 top 
-e 14-12-17 08:46:51,	 1.25,	 2.99	 top 
-e 14-12-17 08:46:54,	 1.23,	 2.98	 top 
-e 14-12-17 08:46:58,	 1.23,	 2.98	 top 
-e 14-12-17 08:47:02,	 1.21,	 2.96	 top 
-e 14-12-17 08:47:05,	 1.19,	 2.94	 top 
-e 14-12-17 08:47:09,	 1.19,	 2.93	 top 
-e 14-12-17 08:47:12,	 1.19,	 2.93	 top 
-e 14-12-17 08:47:16,	 1.17,	 2.92	 top 
-e 14-12-17 08:47:19,	 1.15,	 2.90	 top 
-e 14-12-17 08:47:23,	 1.15,	 2.90	 top 
-e 14-12-17 08:47:26,	 1.13,	 2.89	 top 
-e 14-12-17 08:47:30,	 1.11,	 2.87	 top 
-e 14-12-17 08:47:33,	 1.09,	 2.86	 top 
-e 14-12-17 08:47:37,	 1.09,	 2.86	 top 
-e 14-12-17 08:47:40,	 1.07,	 2.84	 top 
-e 14-12-17 08:47:44,	 1.06,	 2.83	 top 
-e 14-12-17 08:47:48,	 1.06,	 2.83	 top 
-e 14-12-17 08:47:51,	 1.04,	 2.81	 top 
-e 14-12-17 08:47:55,	 1.02,	 2.80	 top 
-e 14-12-17 08:47:58,	 1.02,	 2.80	 top 
-e 14-12-17 08:48:02,	 1.04,	 2.79	 top 
-e 14-12-17 08:48:05,	 1.02,	 2.78	 top 
-e 14-12-17 08:48:09,	 1.00,	 2.76	 top 
-e 14-12-17 08:48:12,	 1.00,	 2.76	 top 
-e 14-12-17 08:48:16,	 0.99,	 2.75	 top 
-e 14-12-17 08:48:19,	 0.97,	 2.73	 top 
-e 14-12-17 08:48:23,	 0.97,	 2.73	 top 
